Geo Point,Geo Shape,muerdago,subcat_sed,cve_delg,delegacion,categoria_,superficie,perimetro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19.473281553,-99.1108121162","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.11038849588174, 19.473106002], [-99.11123846731707, 19.473406658236986], [-99.11125117242074, 19.473422230058766], [-99.11125117242074, 19.473437801879054], [-99.11123592629635, 19.473448582369137], [-99.1112028930268, 19.47344858236913], [-99.11040628302688, 19.47316110238797], [-99.11038468435065, 19.47315271754753], [-99.11037070873661, 19.47314672837552], [-99.11036054465366, 19.47313235436181], [-99.1103592741433, 19.473116782512168], [-99.11037070873661, 19.47310480416526], [-99.11038849588174, 19.473106002]]]]}",Ausencia,Camellones centrales y laterales,7,Gustavo A. Madero,Áreas verdes complementarias o ligadas a la red vial,524.8267765,205.3823168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19.3578229676,-99.1581964294","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.16021668676602, 19.357983654179684], [-99.15519866530485, 19.35765144257097], [-99.15511503164358, 19.3576212415226], [-99.16015279991935, 19.357908151542595], [-99.16055586784552, 19.357944160492366], [-99.16021668676602, 19.357983654179684]]]]}",Ausencia,Camellones centrales y laterales,4,Coyoacán,Áreas verdes complementarias o ligadas a la red vial,2986.22014,1146.129111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19.4476683874,-99.0642636406","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.06610478079826, 19.447100055934552], [-99.06525178355594, 19.447417851584486], [-99.06523885935529, 19.44736910420956], [-99.06523488267817, 19.44730723252032], [-99.06524383020171, 19.447251922959953], [-99.06527166694154, 19.447187238873923], [-99.06531938706698, 19.44714224123364], [-99.06540786813291, 19.447121617311016], [-99.06563553289804, 19.447100993385767], [-99.06597355045328, 19.447077557103903], [-99.06606203151922, 19.447076619652556], [-99.06609086242835, 19.44708505671447], [-99.06610478079826, 19.447100055934552]]], [[[-99.0651285065652, 19.44744691251256], [-99.06512452988808, 19.447459099351807], [-99.06511359402602, 19.447463786597442], [-99.06446241314754, 19.447698148706063], [-99.06435703120384, 19.447687836780396], [-99.0639693051846, 19.44765315120747], [-99.06484019747397, 19.447325044069643], [-99.06511955904169, 19.447215362392747], [-99.06513447158089, 19.447227549249405], [-99.0651285065652, 19.44744691251256]]], [[[-99.06431030524769, 19.447745958534657], [-99.0642953927085, 19.447761895141046], [-99.06372076286458, 19.448002818941227], [-99.06315309220564, 19.448194057812], [-99.06280413878832, 19.44831123838125], [-99.0627951912648, 19.448283115052362], [-99.06278127289488, 19.44823718027133], [-99.06276039534, 19.448201557370957], [-99.06270671019888, 19.44812843665626], [-99.06304273941555, 19.447996256819117], [-99.06382415646972, 19.44771408531716], [-99.06431030524769, 19.447745958534657]]]]}",Ausencia,Camellones centrales y laterales,7,Gustavo A. Madero,Áreas verdes complementarias o ligadas a la red vial,7719.229489,868.0247008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19.4486019715,-99.0616786952","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.06236272762796, 19.448242804939106], [-99.06237465765932, 19.448449042622435], [-99.06236670430508, 19.448460291943075], [-99.06234483258092, 19.448478103365836], [-99.06209032524522, 19.448565285564808], [-99.0616369840535, 19.448736837496963], [-99.0612810714512, 19.448870891612803], [-99.06123832217217, 19.448883078345116], [-99.06118066035391, 19.448879328581434], [-99.06102258743839, 19.448857767438525], [-99.06077702762619, 19.44882589443943], [-99.06100469239135, 19.44874714935597], [-99.061422243489, 19.448598096057648], [-99.06236272762796, 19.448242804939106]], [[-99.06198295496296, 19.448560598350998], [-99.06220316345852, 19.44848513419007], [-99.06215942001018, 19.44837451585348], [-99.0621494783174, 19.448372640965772], [-99.06194020568392, 19.448449042622432], [-99.06198295496296, 19.448560598350998]], [[-99.06187807010394, 19.448604189434253], [-99.06182836163991, 19.448481384417192], [-99.06160169104406, 19.448567629171656], [-99.06165139950807, 19.448689496681364], [-99.06187807010394, 19.448604189434253]], [[-99.06154005254868, 19.44871105784662], [-99.06149630910036, 19.44860137710659], [-99.06119706414705, 19.44873824365961], [-99.06125174345745, 19.44882823804252], [-99.06153209919444, 19.448720432265397], [-99.06154005254868, 19.44871105784662]], [[-99.0616295277839, 19.44865574876477], [-99.06160666189045, 19.448599502221516], [-99.06151619248595, 19.44862762549557], [-99.06154204088725, 19.44868855923932], [-99.0616295277839, 19.44865574876477]]]]}",Ausencia,Parques,7,Gustavo A. Madero,"Parques, arboledas y alamedas",2301.032459,661.124754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19.4572474472,-99.0590049855","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.05681389606247, 19.458135707823423], [-99.0567681642756, 19.458020409126956], [-99.05728612647053, 19.45781137144387], [-99.05734080578094, 19.45792854506623], [-99.05681389606247, 19.458135707823423]]], [[[-99.05758835393166, 19.457851679179523], [-99.05758835393166, 19.457851679179523], [-99.05752373292846, 19.45787698868284], [-99.05748993117294, 19.457879800849618], [-99.05746408277165, 19.45786667740417], [-99.05744817606316, 19.457830119229136], [-99.05743724020108, 19.457801060161053], [-99.05744221104749, 19.457764501971216], [-99.05746706527948, 19.457746691568055], [-99.05782397205104, 19.45760983261537], [-99.05844532785112, 19.45737735960912], [-99.05846620540602, 19.45739610744455], [-99.05848509462234, 19.457425166585192], [-99.05849304797658, 19.457453288329255], [-99.05849801882297, 19.45748609702449], [-99.05848410045306, 19.45751984310409], [-99.05772455512306, 19.457800122771673], [-99.05772455512306, 19.457800122771673], [-99.05758835393166, 19.457851679179523]]], [[[-99.05873363694236, 19.457428916151354], [-99.05864316753787, 19.457457037894763], [-99.05861533079803, 19.457451413546472], [-99.05858749405819, 19.457411105711333], [-99.05857954070395, 19.45737454743361], [-99.05857954070395, 19.457344550891886], [-99.05859047656604, 19.45731267956022], [-99.05875849117436, 19.457264872550972], [-99.05901796935647, 19.457171133276248], [-99.05930230177059, 19.45706145825605], [-99.05934505104963, 19.457076456553793], [-99.05936195192741, 19.457118639258738], [-99.05937388195876, 19.45714957323539], [-99.0593728877895, 19.45717300806228], [-99.05935002189604, 19.457200192457204], [-99.05925557581443, 19.457233001203647], [-99.05873363694236, 19.457428916151354]]], [[[-99.05957868083047, 19.45710832793188], [-99.05952499568934, 19.457118639258745], [-99.0594971589495, 19.45709614181746], [-99.05947628139461, 19.45704083559439], [-99.05948324057957, 19.456999590263212], [-99.05952002484295, 19.456982717170167], [-99.05958762835398, 19.456955532738785], [-99.06047343318257, 19.45662369482979], [-99.06101326710167, 19.456417467538603], [-99.06103513882583, 19.4564287163067], [-99.06109777149048, 19.45654120394477], [-99.0610868356284, 19.45656182666996], [-99.06064741280657, 19.456703373485695], [-99.05999523775883, 19.456955532738796], [-99.05957868083047, 19.45710832793188]]]]}",Ausencia,Camellones centrales y laterales,7,Gustavo A. Madero,Áreas verdes complementarias o ligadas a la red vial,6799.591975,986.0896553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19.4727017795,-99.1350715956","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.13552031394423, 19.47262056966698], [-99.13532660976443, 19.472846829171107], [-99.13482525776968, 19.472959145040065], [-99.13460876486285, 19.473009605792786], [-99.1345371431493, 19.473055183246856], [-99.13466410891421, 19.47289728992383], [-99.13518824963602, 19.472264088865508], [-99.13520737588905, 19.472243334846244], [-99.13522812990833, 19.472244148729352], [-99.1352159216617, 19.47228321511855], [-99.1352130730708, 19.472301527488494], [-99.13521063142147, 19.47234873270878], [-99.13521144530458, 19.472391054630414], [-99.13522365355121, 19.472428493253403], [-99.13524644227824, 19.47247407070747], [-99.13527899760257, 19.47251720651222], [-99.13531643622557, 19.472561970083174], [-99.13536689697828, 19.47259452540751], [-99.13542549656209, 19.47261243083589], [-99.13548409614589, 19.472618128017654], [-99.13552031394423, 19.47262056966698]]]]}",Ausencia,Parques,7,Gustavo A. Madero,"Parques, arboledas y alamedas",3176.819971,296.4860703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19.4507565385,-99.0760300654","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.07732062580357, 19.45047730596373], [-99.07732659081924, 19.450567299382055], [-99.07669529332638, 19.450691040250728], [-99.07643780348282, 19.450744473778485], [-99.07448024159709, 19.451209445160835], [-99.07444752625275, 19.451077261142903], [-99.0766793866179, 19.450563549657275], [-99.0766396198467, 19.450304818439072], [-99.07732062580357, 19.45047730596373]]]]}",Ausencia,Camellones centrales y laterales,7,Gustavo A. Madero,Áreas verdes complementarias o ligadas a la red vial,5211.154104,676.125479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19.1728827386,-98.9944120669","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-98.99456646868528, 19.172863419383308], [-98.9945343638835, 19.17287773905491], [-98.99444340028111, 19.172714326254145], [-98.99441842988047, 19.172679790538393], [-98.99434351867754, 19.172914801728997], [-98.99450582628245, 19.173072318003626], [-98.99448977388218, 19.173090849319532], [-98.99429179427719, 19.172993138718308], [-98.99441307908029, 19.172627565783753], [-98.9944398330806, 19.172647781819958], [-98.99456646868528, 19.172863419383308]]]]}",Ausencia,Asistencia Social con vegetación CDMX,12,Milpa Alta,Equipamientos urbanos con vegetación,335.7001464,179.8260318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19.3218407733,-99.1160090857","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.11612092551684, 19.321987718408312], [-99.11607437839545, 19.322010244206947], [-99.11589893155328, 19.32170051420396], [-99.11594547867467, 19.321671230609667], [-99.11612092551684, 19.321987718408312]]]]}",Ausencia,Instituciones académicas públicas,4,Coyoacán,Equipamientos urbanos con vegetación,222.2330562,89.84090275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
